
1892, 2507.1, -1649.6, 11.7, 0.0, 0.0, 8.0, 0, 0
1892, 2504.4, -1648.3, 11.6, 0.0, 0.0, 61.0, 0, 0
1892, 2517.2, -1665.8, 12.0, 0.0, 0.0, 62.0, 0, 0
1892, 2519.9, -1656.1, 12.2, 0.0, 0.0, 107.0, 0, 0
1892, 2529.2, -1685.8, 12.0, 0.0, 0.0, 161.0, 0, 0
1892, 2534.2, -1689.8, 12.0, 0.0, 0.0, 44.0, 0, 0
1892, 2537.4, -1694.8, 11.6, 0.0, 0.0, 42.0, 0, 0
1892, 2531.7, -1689.0, 12.0, 0.0, 0.0, 29.0, 0, 0
1892, 2535.1, -1694.8, 11.5, 0.0, 0.0, 52.0, 0, 0
1892, 2466.2, -1683.8, 11.5, 0.0, 0.0, 157.0, 0, 0
1892, 2461.5, -1680.2, 11.5, 0.0, 0.0, 12.0, 0, 0
1892, 2462.1, -1677.2, 11.5, 0.0, 0.0, 63.0, 0, 0
1892, 2460.2, -1673.5, 11.5, 0.0, 0.0, 45.0, 0, 0
1892, 2460.9, -1671.2, 11.4, 0.0, 0.0, 144.0, 0, 0
1892, 2457.1, -1672.4, 11.5, 0.0, 0.0, 83.0, 0, 0
1892, 2453.1, -1672.0, 11.5, 0.0, 0.0, 59.0, 0, 0
1892, 2448.5, -1672.4, 11.4, 0.0, 0.0, 60.0, 0, 0
1892, 2445.5, -1674.7, 11.4, 0.0, 0.0, 15.0, 0, 0
1892, 2448.6, -1677.0, 11.4, 0.0, 0.0, 81.0, 0, 0
1892, 2453.1, -1676.7, 11.5, 0.0, 0.0, 47.0, 0, 0
1892, 2456.2, -1675.4, 11.5, 0.0, 0.0, 1.0, 0, 0
1892, 2452.9, -1681.7, 11.5, 0.0, 0.0, 136.0, 0, 0
1892, 2449.4, -1682.3, 11.5, 0.0, 0.0, 110.0, 0, 0
1892, 2450.8, -1686.0, 11.5, 0.0, 0.0, 143.0, 0, 0
1892, 2455.2, -1685.1, 11.5, 0.0, 0.0, 33.0, 0, 0
1892, 2457.9, -1682.7, 11.5, 0.0, 0.0, 57.0, 0, 0
1892, 2462.8, -1683.8, 11.5, 0.0, 0.0, 54.0, 0, 0
1892, 2454.0, -1690.6, 11.5, 0.0, 0.0, 176.0, 0, 0
1892, 2448.9, -1690.5, 11.5, 0.0, 0.0, 41.0, 0, 0
1892, 2444.1, -1689.4, 11.7, 0.0, 0.0, 58.0, 0, 0
1892, 2441.1, -1684.5, 11.7, 0.0, 0.0, 141.0, 0, 0
1892, 2441.0, -1678.1, 11.6, 0.0, 0.0, 7.0, 0, 0
1892, 2439.0, -1673.3, 11.6, 0.0, 0.0, 39.0, 0, 0
1892, 2435.2, -1676.6, 11.7, 0.0, 0.0, 29.0, 0, 0
1892, 2432.6, -1672.5, 11.6, 0.0, 0.0, 119.0, 0, 0
1892, 2431.8, -1677.1, 11.7, 0.0, 0.0, 53.0, 0, 0
1892, 2427.3, -1678.8, 11.7, 0.0, 0.0, 49.0, 0, 0
1892, 2425.5, -1673.0, 11.6, 0.0, 0.0, 21.0, 0, 0
1892, 2428.5, -1671.0, 11.5, 0.0, 0.0, 67.0, 0, 0
1892, 2422.2, -1672.9, 11.6, 0.0, 0.0, 91.0, 0, 0
1892, 2419.0, -1672.6, 11.6, 0.0, 0.0, 89.0, 0, 0
1892, 2418.9, -1676.1, 11.6, 0.0, 0.0, 101.0, 0, 0
1892, 2421.0, -1679.9, 11.7, 0.0, 0.0, 115.0, 0, 0
1892, 2423.2, -1677.3, 11.7, 0.0, 0.0, 177.0, 0, 0
1892, 2417.2, -1680.9, 11.6, 0.0, 0.0, 133.0, 0, 0
1892, 2420.9, -1683.2, 11.7, 0.0, 0.0, 28.0, 0, 0
1892, 2418.4, -1685.2, 11.7, 0.0, 0.0, 150.0, 0, 0
1892, 2420.4, -1688.2, 11.7, 0.0, 0.0, 166.0, 0, 0
1892, 2417.9, -1690.0, 11.7, 0.0, 0.0, 131.0, 0, 0
1892, 2442.1, -1671.9, 11.5, 0.0, 0.0, 129.0, 0, 0
1892, 2434.4, -1646.1, 11.5, 0.0, 0.0, 125.0, 0, 0
1892, 2430.6, -1646.0, 11.5, 0.0, 0.0, 27.0, 0, 0
1892, 2425.9, -1645.7, 11.5, 0.0, 0.0, 125.0, 0, 0
1892, 2423.4, -1641.7, 11.4, 0.0, 0.0, 8.0, 0, 0
1892, 2426.0, -1638.7, 11.4, 0.0, 0.0, 138.0, 0, 0
1892, 2429.1, -1640.5, 11.4, 0.0, 0.0, 76.0, 0, 0
1892, 2431.4, -1643.7, 11.4, 0.0, 0.0, 62.0, 0, 0
1892, 2434.6, -1639.4, 11.4, 0.0, 0.0, 98.0, 0, 0
1892, 2436.6, -1634.8, 11.4, 0.0, 0.0, 12.0, 0, 0
1892, 2433.2, -1632.6, 11.4, 0.0, 0.0, 8.0, 0, 0
1892, 2430.0, -1635.5, 11.4, 0.0, 0.0, 81.0, 0, 0
1892, 2427.2, -1632.9, 11.4, 0.0, 0.0, 169.0, 0, 0
1892, 2424.1, -1633.6, 11.4, 0.0, 0.0, 5.0, 0, 0
1892, 2421.4, -1631.9, 11.4, 0.0, 0.0, 80.0, 0, 0
1892, 2420.6, -1635.3, 11.4, 0.0, 0.0, 0.0, 0, 0
1892, 2420.7, -1641.1, 11.5, 0.0, 0.0, 131.0, 0, 0
1892, 2421.3, -1644.9, 11.5, 0.0, 0.0, 45.0, 0, 0
1892, 2378.8, -1647.6, 11.5, 0.0, 0.0, 149.0, 0, 0
1892, 2374.1, -1646.3, 11.5, 0.0, 0.0, 159.0, 0, 0
1892, 2373.4, -1641.3, 11.5, 0.0, 0.0, 120.0, 0, 0
1892, 2378.1, -1640.2, 11.4, 0.0, 0.0, 143.0, 0, 0
1892, 2379.5, -1642.8, 11.5, 0.0, 0.0, 89.0, 0, 0
1892, 2373.9, -1636.6, 11.4, 0.0, 0.0, 39.0, 0, 0
1892, 2378.4, -1634.7, 11.4, 0.0, 0.0, 138.0, 0, 0
1892, 2375.6, -1634.6, 11.4, 0.0, 0.0, 42.0, 0, 0
1892, 2372.4, -1634.8, 11.4, 0.0, 0.0, 167.0, 0, 0
1892, 2329.2, -1672.3, 11.9, 0.0, 0.0, 18.0, 0, 0
1892, 2325.5, -1673.0, 12.1, 0.0, 0.0, 156.0, 0, 0
1892, 2329.0, -1687.1, 11.9, 0.0, 0.0, 2.0, 0, 0
1892, 2356.6, -1703.4, 11.5, 0.0, 0.0, 91.0, 0, 0
1892, 2356.9, -1708.7, 11.5, 0.0, 0.0, 166.0, 0, 0
1892, 2356.6, -1712.9, 11.5, 0.0, 0.0, 142.0, 0, 0
1892, 2356.1, -1718.1, 11.5, 0.0, 0.0, 111.0, 0, 0
1892, 2359.9, -1719.5, 11.5, 0.0, 0.0, 61.0, 0, 0
1892, 2364.4, -1718.0, 11.5, 0.0, 0.0, 55.0, 0, 0
1892, 2369.5, -1717.8, 11.5, 0.0, 0.0, 175.0, 0, 0
1892, 2366.2, -1714.7, 11.5, 0.0, 0.0, 6.0, 0, 0
1892, 2362.8, -1713.9, 11.5, 0.0, 0.0, 138.0, 0, 0
1892, 2367.5, -1710.8, 11.5, 0.0, 0.0, 12.0, 0, 0
1892, 2370.8, -1711.6, 11.5, 0.0, 0.0, 17.0, 0, 0
1892, 2370.7, -1707.3, 11.5, 0.0, 0.0, 8.0, 0, 0
1892, 2366.5, -1707.7, 11.5, 0.0, 0.0, 23.0, 0, 0
1892, 2362.6, -1708.1, 11.5, 0.0, 0.0, 68.0, 0, 0
1892, 2362.7, -1704.4, 11.5, 0.0, 0.0, 152.0, 0, 0
1892, 2362.2, -1700.7, 11.6, 0.0, 0.0, 3.0, 0, 0
1892, 2366.0, -1700.3, 11.6, 0.0, 0.0, 148.0, 0, 0
1892, 2369.8, -1701.7, 11.6, 0.0, 0.0, 98.0, 0, 0
1892, 2370.7, -1704.5, 11.6, 0.0, 0.0, 173.0, 0, 0
1892, 2372.0, -1718.6, 11.5, 0.0, 0.0, 144.0, 0, 0
1892, 2381.3, -1719.8, 11.5, 0.0, 0.0, 63.0, 0, 0
1892, 2384.2, -1718.7, 11.5, 0.0, 0.0, 8.0, 0, 0
1892, 2395.9, -1720.1, 11.6, 0.0, 0.0, 64.0, 0, 0
1892, 2397.0, -1716.8, 11.6, 0.0, 0.0, 168.0, 0, 0
1892, 2406.8, -1720.8, 11.6, 0.0, 0.0, 1.0, 0, 0
1892, 2409.9, -1718.5, 11.6, 0.0, 0.0, 15.0, 0, 0
1892, 2410.2, -1713.3, 11.7, 0.0, 0.0, 68.0, 0, 0
1892, 2410.0, -1709.7, 11.7, 0.0, 0.0, 143.0, 0, 0
1892, 2409.7, -1705.8, 11.7, 0.0, 0.0, 110.0, 0, 0
1892, 2409.9, -1701.7, 11.7, 0.0, 0.0, 131.0, 0, 0
1892, 2264.2, -1646.3, 13.4, 0.0, 0.0, 40.0, 0, 0
1892, 2253.1, -1644.5, 13.5, 0.0, 0.0, 52.0, 0, 0
1892, 2244.8, -1642.6, 13.5, 0.0, 0.0, 152.0, 0, 0
1892, 2231.2, -1638.7, 13.4, 0.0, 0.0, 144.0, 0, 0
